"REF_DATE","GEO","DGUID","Selected characteristics of health care access and experiences","Indigenous group","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Métis","Total, gender","Percentage","Percent","239","units","0","v1663835292","1.54.2.1.1","61.4","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835293","1.54.2.1.2","55.7","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835294","1.54.2.1.3","66.8","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Métis","Men+","Percentage","Percent","239","units","0","v1663835295","1.54.2.2.1","57.7","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835296","1.54.2.2.2","48.4","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663835297","1.54.2.2.3","66.6","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Métis","Women+","Percentage","Percent","239","units","0","v1663835298","1.54.2.3.1","64.8","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835299","1.54.2.3.2","56.0","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663835300","1.54.2.3.3","72.9","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663835301","1.54.3.1.1","66.6","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835302","1.54.3.1.2","59.3","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835303","1.54.3.1.3","73.4","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663835304","1.54.3.2.1","63.7","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835305","1.54.3.2.2","53.7","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663835306","1.54.3.2.3","73.0","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663835307","1.54.3.3.1","68.8","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835308","1.54.3.3.2","60.2","","","","1"
"2024","Canada","2021A000011124","Feel respected for culture, beliefs and identity","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663835309","1.54.3.3.3","76.5","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","First Nations","Total, gender","Percentage","Percent","239","units","0","v1663835310","1.55.1.1.1","41.1","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","First Nations","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835311","1.55.1.1.2","36.5","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","First Nations","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835312","1.55.1.1.3","45.8","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","First Nations","Men+","Percentage","Percent","239","units","0","v1663835313","1.55.1.2.1","36.7","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","First Nations","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835314","1.55.1.2.2","28.9","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","First Nations","Men+","High 95% confidence interval","Percent","239","units","0","v1663835315","1.55.1.2.3","45.0","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","First Nations","Women+","Percentage","Percent","239","units","0","v1663835316","1.55.1.3.1","44.2","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","First Nations","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835317","1.55.1.3.2","38.3","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","First Nations","Women+","High 95% confidence interval","Percent","239","units","0","v1663835318","1.55.1.3.3","50.2","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Métis","Total, gender","Percentage","Percent","239","units","0","v1663835319","1.55.2.1.1","32.4","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Métis","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835320","1.55.2.1.2","27.3","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Métis","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835321","1.55.2.1.3","37.8","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Métis","Men+","Percentage","Percent","239","units","0","v1663835322","1.55.2.2.1","23.9","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Métis","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835323","1.55.2.2.2","17.0","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Métis","Men+","High 95% confidence interval","Percent","239","units","0","v1663835324","1.55.2.2.3","31.9","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Métis","Women+","Percentage","Percent","239","units","0","v1663835325","1.55.2.3.1","40.1","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Métis","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835326","1.55.2.3.2","33.1","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Métis","Women+","High 95% confidence interval","Percent","239","units","0","v1663835327","1.55.2.3.3","47.5","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Inuk (Inuit)","Total, gender","Percentage","Percent","239","units","0","v1663835328","1.55.3.1.1","48.0","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Inuk (Inuit)","Total, gender","Low 95% confidence interval","Percent","239","units","0","v1663835329","1.55.3.1.2","42.3","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Inuk (Inuit)","Total, gender","High 95% confidence interval","Percent","239","units","0","v1663835330","1.55.3.1.3","53.9","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Inuk (Inuit)","Men+","Percentage","Percent","239","units","0","v1663835331","1.55.3.2.1","44.3","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Inuk (Inuit)","Men+","Low 95% confidence interval","Percent","239","units","0","v1663835332","1.55.3.2.2","36.0","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Inuk (Inuit)","Men+","High 95% confidence interval","Percent","239","units","0","v1663835333","1.55.3.2.3","52.9","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Inuk (Inuit)","Women+","Percentage","Percent","239","units","0","v1663835334","1.55.3.3.1","50.9","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Inuk (Inuit)","Women+","Low 95% confidence interval","Percent","239","units","0","v1663835335","1.55.3.3.2","43.3","","","","1"
"2024","Canada","2021A000011124","Feel safer discussing sensitive or traumatic experiences","Inuk (Inuit)","Women+","High 95% confidence interval","Percent","239","units","0","v1663835336","1.55.3.3.3","58.4","","","","1"
